leagueId,queueType,tier,rank,summonerId,summonerName,leaguePoints,wins,losses,veteran,inactive,freshBlood,hotStreak
86095819-693e-3935-a2e9-4529e0736d74,RANKED_SOLO_5x5,GRANDMASTER,I,_eMqvtSqGbxZissa7qDMRbt-ypLJEt38HI8vWYtX6BqX19k,Zenden,378,318,302,True,False,False,False
86095819-693e-3935-a2e9-4529e0736d74,RANKED_SOLO_5x5,GRANDMASTER,I,JqLKOx7H0098XaLLl5vBmdFIPJtHw7GytkEUyCYM29gl-lk,dog2,377,409,397,False,False,True,False
86095819-693e-3935-a2e9-4529e0736d74,RANKED_SOLO_5x5,GRANDMASTER,I,lj4E9hjgHpjhCRhx_Wxnk89RWlBl5g8pHkhJ3jWQlV5XuZUN,wo an lian ni,377,229,138,False,False,True,False
86095819-693e-3935-a2e9-4529e0736d74,RANKED_SOLO_5x5,GRANDMASTER,I,7p0ZJKpyLMtiLpOL3-P2nRWDT_zWleEuNaa6IccRCkCRjOQ,LittleFrosty,377,166,138,False,False,False,False
86095819-693e-3935-a2e9-4529e0736d74,RANKED_SOLO_5x5,GRANDMASTER,I,2l_TtYXCmaeyKHFk0CEsvZKd8KRRk2qhIviPo8Jl-5ZdikHF,Doritos 3D,376,234,207,False,False,False,False
86095819-693e-3935-a2e9-4529e0736d74,RANKED_SOLO_5x5,GRANDMASTER,I,XJ4yoE_33cZoPQ2lhiAz7rjWLF1AGx5IEesE3XLTID0LC3A,pref earlygame,376,140,114,True,False,False,False
86095819-693e-3935-a2e9-4529e0736d74,RANKED_SOLO_5x5,GRANDMASTER,I,jP9HsLYnNK3eG6KBuw78s_9yPEuH8yDjsL0PepBtwuYCJIY0,MelonforPres,374,80,43,False,False,False,False
86095819-693e-3935-a2e9-4529e0736d74,RANKED_SOLO_5x5,GRANDMASTER,I,kFgmnm8gWnUDrjmU99H3RLKNdKcWIXsv7zC2KA2MlrbXawg,ikero,373,294,237,False,False,False,False
86095819-693e-3935-a2e9-4529e0736d74,RANKED_SOLO_5x5,GRANDMASTER,I,83MuuPu1v8GBobkWYo_5XspWjACmvlgLlRxlEbPIeKneOx4,BukZacH,372,638,621,False,False,False,False
86095819-693e-3935-a2e9-4529e0736d74,RANKED_SOLO_5x5,GRANDMASTER,I,kZTpOWgsOumVwzh3ylzHi2DgdZyeZoupOHN9zx15J1eR4XY,Blazze,371,143,113,True,False,False,False
86095819-693e-3935-a2e9-4529e0736d74,RANKED_SOLO_5x5,GRANDMASTER,I,Qx1_Ewz1dd7nXHQqJWmbizJVNV9Gy-RZDsqTp7xBtVbkPAU,Undead,369,304,285,False,False,False,False
86095819-693e-3935-a2e9-4529e0736d74,RANKED_SOLO_5x5,GRANDMASTER,I,p6MIjSfVt82d4RJqjO_dc6u0E1ue85C2k5dFBLpLDF9oP8E,Le Dawn,367,242,208,False,False,False,False
86095819-693e-3935-a2e9-4529e0736d74,RANKED_SOLO_5x5,GRANDMASTER,I,y9EypIgk0Xac4Gn28IKwTGWgrkqP2wUEMgrVAZYmyHpKKxk,Iaceration,366,602,599,False,False,False,True
86095819-693e-3935-a2e9-4529e0736d74,RANKED_SOLO_5x5,GRANDMASTER,I,8Xy5bn-zg9-gFPugb8WBV-AFwMru7QzePDRRqSwvIX9BbmY,Shorthop,366,546,526,False,False,True,False
86095819-693e-3935-a2e9-4529e0736d74,RANKED_SOLO_5x5,GRANDMASTER,I,K0IMr_kjM6ZJPccG1XQCYECBtvvFdAwTOjKhjFjEW1HRUHA,Soju,366,390,370,False,False,False,True
86095819-693e-3935-a2e9-4529e0736d74,RANKED_SOLO_5x5,GRANDMASTER,I,J9E4xdF6lEzxAn0ImNYsh1c1B-1COtBOXmkZgwHvGnZu8r4,FrostForest,366,212,191,False,False,False,True
86095819-693e-3935-a2e9-4529e0736d74,RANKED_SOLO_5x5,GRANDMASTER,I,NBid9gLZOIryMDTPdedfJ6qKEidKL2ehLs9EaSbuhweuF0o,Zib Nibbler,365,248,225,False,False,False,False
86095819-693e-3935-a2e9-4529e0736d74,RANKED_SOLO_5x5,GRANDMASTER,I,cwQCGv4NyEmdsht8JxeLFtXyMHWsOVvZ7jin2cD7asI4Pqc,KhaliDino,364,361,348,False,False,False,False
86095819-693e-3935-a2e9-4529e0736d74,RANKED_SOLO_5x5,GRANDMASTER,I,o9DozKIEYizQIOA2Ee_95ZyzpxWjNOdN4DPTHxW8t9E9Rmw,A27 Trance,364,333,286,True,False,False,False
86095819-693e-3935-a2e9-4529e0736d74,RANKED_SOLO_5x5,GRANDMASTER,I,4weLjdbnJj0-dOdSxjv1qT5wNh4nUTr4STsESm1MEVchdQ1v,EU Blue,364,223,193,True,False,False,True
