,leagueId,queueType,tier,rank,summonerId,summonerName,leaguePoints,wins,losses,veteran,inactive,freshBlood,hotStreak,miniSeries
1476,d9900051-7956-44eb-92cf-058812561761,RANKED_SOLO_5x5,DIAMOND,II,JBhBx_qoz_pcP1qhi1X-8NE9_lDeP0yxDjCrlqM1wzUwAzo,Wolfieˉ,30,99,89,False,False,False,False,
1477,477c38bf-b2ed-4fdc-8eb3-140d08a07b6c,RANKED_SOLO_5x5,DIAMOND,II,BYDP7s2Powued_Y3CmiTkBrEmlkveYeFKmVipLO7x0qED1E,kyle9303,30,26,20,False,False,False,False,
1478,f572fbae-b24a-44ad-bd2d-9e299b09091a,RANKED_SOLO_5x5,DIAMOND,II,wsoTq2OzQxVc_PHyDyE0YJCqM_xgzRDFBOF2RDfUBn0h7_s,TGOE,29,483,456,False,False,False,False,
1479,bad131ab-a717-4ae3-8c57-76c72aeddf6d,RANKED_SOLO_5x5,DIAMOND,II,7_30oaial5WKjlli7JmS4ayd3Q_6VdH_mNDeaib8cNvi1pU,Big Itzweird,35,262,232,False,False,False,False,
1480,426f6d80-b661-4d4c-a85a-436bb493ed97,RANKED_SOLO_5x5,DIAMOND,II,oVjGTfuBVmTQ9PD0CPzy_eQbi7TbCE497Yo61BFH1eWft_k,pinkballoon,15,133,133,False,False,False,False,
1481,525d2774-6c05-4eec-a1fc-14442ca133f7,RANKED_SOLO_5x5,DIAMOND,II,nLWgtk0Sdogdz7_p0tAgw9zz_tj0NS_BXWoh5NGoJHR7qWk,Bardly Trying,20,60,52,False,False,False,False,
1482,e2800616-ecef-440d-9e51-9d68e53a88a0,RANKED_SOLO_5x5,DIAMOND,II,XEVkyqIil5se0YwHdqw7WCOssqYW6AVVvEPeA7ip1r67nEs,Grzegorz,40,904,885,False,False,False,False,
1483,95d523f4-8094-4977-ba87-c5c2e5be96ab,RANKED_SOLO_5x5,DIAMOND,II,guyEOdMJKVJB0HD03A4iV0I_dGGD61zYSwZO2bkLqcYbD4g,lavender flower,0,579,545,False,False,False,False,
1484,55a82f00-dd40-4bdc-8023-743a5ce50c4a,RANKED_SOLO_5x5,DIAMOND,II,cqB3F7XG1wbKB6hF3lceFaBDZcbZn_fLvZz823X3fLJnSlY,Kasceon,16,188,184,False,False,False,False,
1485,426f6d80-b661-4d4c-a85a-436bb493ed97,RANKED_SOLO_5x5,DIAMOND,II,eKrd5F3HIYJkOvxHXMSbAh4jA7-nVSF_VQGnB3ZhB33MMpc,Nima,48,417,419,False,False,False,False,
1486,d2b28269-c76c-40e4-8dc7-270888788477,RANKED_SOLO_5x5,DIAMOND,II,DMo6bCLkoVExk4NSi5RlZaG_sKfGy3POak6EGph6b74l9yI,TXG SeaWolf,44,81,74,False,False,False,True,
1487,d92220d3-784a-47ec-b2ae-fdf8f919f636,RANKED_SOLO_5x5,DIAMOND,II,KXP6FW6B6xrvbxRlcEW-wVz_Lh25YtjEMg2PTga8Cv2raME,Abvaras,53,86,91,False,False,False,False,
1488,f562fed1-a6e7-4279-ad01-6240c268f83e,RANKED_SOLO_5x5,DIAMOND,II,BTQ2-NZiZUlsjTUUgvH1bqAgT81KteL1iEXYaiPf7n8708E,Stepan,0,75,65,False,False,False,False,
1489,f1448acf-1c69-4b92-b22a-74cefe75e704,RANKED_SOLO_5x5,DIAMOND,II,Xhun5bWBqbI8i2nESxeESvaOwEo3jJSeXCH85xVKzRyPd2E,Just Chatting,87,533,518,False,False,False,False,
1490,ad57bcbc-8b67-4696-b4d9-9f8df05ebbfc,RANKED_SOLO_5x5,DIAMOND,II,rE8ZIT3ZVrpUJmyPnpUx_SYDOdKQaxAXulKV8TZ-5ali8S0,popojian,1,319,284,False,False,False,False,
1491,5cb032ca-5b58-463d-8e70-4a478828a7bd,RANKED_SOLO_5x5,DIAMOND,II,6EMQawxSBeubVnrGgrfT43VnBu_GYbuHE1_JJuZYUUbXtnw,KRIrvINg,49,295,258,False,False,False,False,
1492,d8a7c321-963b-4c58-8c0d-a99e3d68758b,RANKED_SOLO_5x5,DIAMOND,II,Y3mGTx4QgvO0CIR5hWgpGcHqUJ6Xs05J0MVHumIjU2WsoQ4,I am Fearless,28,302,307,False,False,False,False,
1493,f63eded6-a337-4313-9c0c-2f1cf93604b3,RANKED_SOLO_5x5,DIAMOND,II,fS-dmp0X3rZRoEvVRFQK7FB20NuvkswYKNLSSQIkfQ9FCq4,Shoelessmans,15,154,102,False,False,False,False,
1494,6bd0ef9f-dadd-4e34-ab45-ebf4609e6f6b,RANKED_SOLO_5x5,DIAMOND,II,frgIKYJr_-GH-SYfCtJklqPAtGefKqRVLeUvk_qyykBOJ94,ZetiX,39,335,336,False,False,False,False,
1495,b87fc2de-8f1a-4e12-b701-ec716888ca89,RANKED_SOLO_5x5,DIAMOND,II,32T_SmnPLzMqhhwahwn5E7ipdnwiX7Bk5RI5_2VkAsXw-fM,BigDJesu,86,70,72,False,False,False,False,
1496,bad131ab-a717-4ae3-8c57-76c72aeddf6d,RANKED_SOLO_5x5,DIAMOND,II,UK4yEpaEHD703j2_zbebVpnN_Mf4bYnMngGbGemWUZRcZ1g,MrBlackPanda,51,242,245,True,False,False,False,
1497,b836d0c4-cf90-4911-8b2c-86614b04161f,RANKED_SOLO_5x5,DIAMOND,II,x1IEDTOE7eGeMMKrB9C1QNdFuZ5rwPThS70eu5rNXa7SPzg,Specialty,42,297,289,False,False,False,False,
1498,d62f5fb9-59a8-4c3e-bcf0-a17b4c122e03,RANKED_SOLO_5x5,DIAMOND,II,FA9ZY42BB7nGwwkCJDFIyoTEn7pJPaHrtrX9wBVzh12A6aY,The Dinkleburg,68,290,276,False,False,False,True,
1499,8b454a1b-b104-4511-a079-fb059976a9df,RANKED_SOLO_5x5,DIAMOND,II,dqe3FtcpR85-8uGYPlXevUJuLSwLvPgr3UFhapOUypnJrQc,Zaion,48,339,341,False,False,False,False,
1500,8b454a1b-b104-4511-a079-fb059976a9df,RANKED_SOLO_5x5,DIAMOND,II,6darQfJSoXfcmIJGWENxd6BZEbzeT5vUUP3tsgPsMj2zXMw,Flaresz,75,43,36,False,False,False,False,
