leagueId,queueType,tier,rank,summonerId,summonerName,leaguePoints,wins,losses,veteran,inactive,freshBlood,hotStreak,miniSeries
0a344603-8de2-4fbf-a8e5-195dd528c0d8,RANKED_SOLO_5x5,IRON,IV,CF9jyF6akLz_HPAZWbxnYAx_GpRBQEZEFbqLd21wAxGsBWM,Maken XXX,7,43,71,False,False,False,False,
95a07731-9dad-4f21-9872-bce9aab5cf53,RANKED_SOLO_5x5,IRON,IV,qP2hgz3v_03beXnb9tNFUc8hZUTBka2UTCBf4FJRwS6vBNk,Hornedbeef22,59,6,14,False,False,False,False,
1bcefc50-218e-4a6f-a5da-ff51e697583e,RANKED_SOLO_5x5,IRON,IV,u9DInSCBQ49SH6MfO6FXDVjkRZZOw3FU6yCqAGrN4gH1dD4,Vampvladmir,63,4,18,False,False,False,False,
a91afd77-411a-4656-b140-ab847c7b4ca5,RANKED_SOLO_5x5,IRON,IV,s8wVU2zf6k_XCHmvJ2sykMqAk3Z8YKleGCeKtGwXzkDHXtw,cricketspike,11,1,14,False,False,False,False,
20ea12df-8ec7-4ed7-b3c7-927924c5c50e,RANKED_SOLO_5x5,IRON,IV,y8O3tAZeYVLp77ubHu-g9SLyjh7YTgajDyPMdmPVKXBQ1zc,CXL559,14,2,13,False,False,False,False,
e74bd86d-0470-44f6-b172-a3d97182d2e9,RANKED_SOLO_5x5,IRON,IV,d709qxdm8zYrG7rCMKqhJLWaDZ3znaM8QDTAg9BRuOsYkqc,Bigvfromnc,62,3,12,False,False,False,False,
b01f803a-f7a4-4d08-bf78-d933b68e79f8,RANKED_SOLO_5x5,IRON,IV,bmDVDFonlUQRJv6OWCHtLOD-GkaDNjG_BjXRkAeWgqQpgfQ,Continuity Storm,64,2,10,False,False,False,False,
28dfe5bf-d407-457e-a617-ed47a11790bc,RANKED_SOLO_5x5,IRON,IV,mDKDII4Puixa-uK3Shl9qBtC8kVdgg2Hp3941sRF1YCs,The Wrench,30,4,17,False,False,False,False,
4094e21e-86a4-492a-a7c2-c86f42f51486,RANKED_SOLO_5x5,IRON,IV,HKp2Xz7Isge5I8ldtv9HITyENEO83vg9JZv969U9e6Yk,funkyadaughta,40,33,66,False,False,False,False,
7e8336bb-ba4b-42fd-831a-e3bae4778183,RANKED_SOLO_5x5,IRON,IV,Sh29ls6Y-leOiSIBMxRxrBUCnXokgefYakR44Zb6Jf8UZpE,IMoooWhenIPooo,76,3,11,False,False,False,False,
eac1f7f4-2cdb-46a2-8112-2aea9f2a8294,RANKED_SOLO_5x5,IRON,IV,VAbNoC3Klpb-U9TYrUeHLac2s3wB8uSSxTx5KlrvkFcsoKA,Charmander God ,51,3,17,False,False,False,False,
d5f9fc7c-c26b-4c15-a1c1-2f25cda73c4e,RANKED_SOLO_5x5,IRON,IV,YANgigsKKrqUI4KNEgGnsVChxJE9-V1zcJNzGtStN6D104c,banishedheart,40,13,22,False,False,False,False,
6d2a0d8e-0d48-4dfb-9222-0de981dac377,RANKED_SOLO_5x5,IRON,IV,uokBfngR30osUA1ctUfFThP_B7hudsLw363QGfPJF_birdk,GREATEST VAYNE,0,0,10,False,False,False,False,
