,championId,championLevel,championPoints,lastPlayTime,championPointsSinceLastLevel,championPointsUntilNextLevel,chestGranted,tokensEarned,summonerId
2107,22,7,85745,1.60141E+12,64145,0,TRUE,0,dT-VqHjzmbv16m5yl9uPjitzKEl3vy4HW6t-myp4OV78TE0
2108,67,6,260911,1.60023E+12,239311,0,TRUE,2,qnNImsL-Cwh_wLLmqdh_EtNWY5P0OCcJ-p0S8JtUjbZ2RzY
2109,111,5,268423,1.60075E+12,246823,0,TRUE,2,NnJGCYT-_4UFhDGSoihLfQZaro-R6ywvlG8yNnVkNwCrOEQ
2110,74,5,117359,1.53651E+12,95759,0,FALSE,2,g47p1QMlDF2bKP1dPQqdysiCmvL3NyHDeyZE4ALa2gnzMCo
2111,63,7,79672,1.60246E+12,58072,0,TRUE,0,6at6px1jtDlifsCzNY9OIPH-Se8H8qRnEYz9dLwX5qT2txQ
2112,412,5,24981,1.58412E+12,3381,0,TRUE,2,OkGYmTbNfMmhQvtQ9rrGWzoLQmS9laCzHRRD1TYOLusD43Q
2113,19,7,120140,1.60348E+12,98540,0,TRUE,0,Z34y6yMk16brZmeBR_NdKBJvhdSyr7wZaO0p3h4P_2VPycE
2114,77,7,92556,1.60153E+12,70956,0,TRUE,0,sGnE5oFgC4E_73bp6J0gmFAIVSr91TQgCStOuzXf4SoDc18
2115,164,7,243026,1.60351E+12,221426,0,TRUE,0,7RciedBNdTiaYCJWoPFe-1DL4nnJtWETvN6Gh1Gq4eRM1edD
2116,51,6,137110,1.58547E+12,115510,0,TRUE,0,NG19HEZ3WGCZ-YGUimPulKTu3r5JVtQevDyFQAMjhXeSCX8
2117,51,5,58119,1.59376E+12,36519,0,TRUE,0,918J33JjYcTT2Rs0Nxsn8B1h82xow8keZ7rNF3Ja5dVso2cs
2118,99,7,88468,1.60288E+12,66868,0,TRUE,0,0MoWQJgLpN2bTuMTWMnilA7cN7ZKaDYNIAwcqO6j4R5g990
2119,81,6,77369,1.6035E+12,55769,0,TRUE,0,-HrAJom4e3PYrEN3DEccbYe-1ZmX2OuIH277VpgmFapEkcFp
2120,45,6,58583,1.6002E+12,36983,0,TRUE,0,3rZmPzrm4_DocvDmpTit8nlvxJ7R50j1lWuENYCg8sch9e4
2121,161,5,99423,1.59596E+12,77823,0,TRUE,1,vT_9wexDkpcLXtktTShzJSkLmjrtRB2y3Zzwe0J_NXxlh0c
2122,875,6,63500,1.60352E+12,41900,0,TRUE,0,ba1fxoRamT5mBXuO2ZYp0OuFa5zlDWqKp6vWzA8dwk-TJEd1
2123,19,7,140813,1.60351E+12,119213,0,TRUE,0,8BowoKjOG1jDG7dteea1c6TPVnQZvulA29lfer8xSgguUnBX
2124,133,6,121688,1.60256E+12,100088,0,FALSE,0,NNCOTT9A8HXD_80FbHeJHjOJNuCXc6FRN2yDJ9d_JItmiro
2125,238,6,93286,1.60341E+12,71686,0,TRUE,0,MuXthPf0-t3gilL0r9Y9tuRlew5CAkW5GLu77NmNg-A0bOA
2126,36,6,46921,1.60264E+12,25321,0,TRUE,0,p14jylf9ih352v97n5k1NpXtbFz2XkQQi5Tp3gkaOzgP-CY
2127,82,7,570593,1.6035E+12,548993,0,TRUE,0,Ti5tmw1zGR_YwxsKs7cQOFSeYnf29xfkuUavTmjJNyBiqkg
2128,412,5,51148,1.6022E+12,29548,0,TRUE,1,IrCrDAH-KJ22pw9b49GPdoNXX-R0H9JWlZAkgIR-6ZiNQqw
2129,498,6,95756,1.60351E+12,74156,0,TRUE,0,AE1Nby2NvM5UW2JWCWmlVJIeAfrOUKayEkhyeUnBUAHHs6k
2130,91,7,195912,1.60281E+12,174312,0,TRUE,0,vlXztdK1lFzb-c7x-hWaV2QNWxpu4wMwcDPLm1fUARgjY1Y
2131,6,5,34829,1.60322E+12,13229,0,TRUE,2,Xtfuu9jQOdQkDkPEPMarnAzy4c96eHOFrjslUXKV-2SazVmX
2132,106,5,73265,1.59472E+12,51665,0,TRUE,2,YXxgeyfufNJ9yXqLg3tN3FFXvs0yWcjoTWZmqzYribv4GFpJ
2133,32,7,112960,1.60352E+12,91360,0,TRUE,0,toRPwJrykJrVBxIjZJtObyJH_IabF0T7y8lW1RIpLR8x2uzz
2134,107,5,83430,1.6023E+12,61830,0,TRUE,1,WgNEKeImhlYOLEF0_xVoW2B9xhLMfJyVegGJym4oYtGhmpM
2135,106,7,119775,1.60169E+12,98175,0,TRUE,0,3ppsdqW8ok3VEakCagOHK1aVExwrn4HuAzV0nJOebq9TMII
2136,11,5,90290,1.60187E+12,68690,0,TRUE,2,6whSCwStlmTYNhO2JY4km_ZAmYDgdU0z3JxZqD2zRgkAWMQ
2137,238,5,63857,1.5992E+12,42257,0,TRUE,1,GHxI0TgYwC_O6Cdo-Ddp25Z74FoX4gXf2HmNyVelnY01pus
2138,157,6,67609,1.60083E+12,46009,0,TRUE,2,cv8Au8Yt7wdlSgf8Hbn6kPL8MwQq-oESRs17XKTcjs4oZJ8
2139,51,6,58815,1.60261E+12,37215,0,FALSE,0,jbfqnRenNdeyDED9zvEg6RjWJM5bhLIDHe1Wq0b0do7yHB0
2140,15,4,20801,1.57914E+12,8201,799,TRUE,0,FBfD_yEl4EPxAOV526ZVq-AjWOoTLNiWg6Hv6WEG0lL8_U0
2141,143,7,149735,1.60327E+12,128135,0,TRUE,0,M9tSNA15NvFpejw3sz0Y3hQymJiQ4-Tt0wW5HEX5AZztxV0
2142,103,7,237664,1.60351E+12,216064,0,TRUE,0,NC8m3jtRsPp57hKToxDY86z2YcLzinXALrlIHLmKLcb2EUQb
2143,24,7,226287,1.60327E+12,204687,0,TRUE,0,JpRQjSbcWL5rhzu3iyb7Aq54pROgbvt0SudSsTtQf7Y1HVU
2144,157,6,143948,1.5787E+12,122348,0,FALSE,0,7JK81_8UTMhcy0CmNNPPhSd9vDEPfHfnxMbwYRTJSMIElSk
2145,84,7,143048,1.60346E+12,121448,0,TRUE,0,0Nc6tPFTUP0sMHDmndGy7JDbiNjGgIuQsqb3BvHAXGZX2-Vs
2146,51,5,138627,1.59461E+12,117027,0,FALSE,0,OuEjQV0kXeLuy7h6Jbqhm0iuKX3o-iBaC2u7MZc6GemV1gs
2147,111,7,74946,1.58233E+12,53346,0,TRUE,0,GNdVInYHDhsUMsV6b1nV8xT5M1xjmNXbe7iXMCWHj2WilgWo
2148,157,7,70240,1.60289E+12,48640,0,TRUE,0,_RYxeRIY9vSDdIEB2HJpwdDNH69K1QiqntpKmSAUDNGQPec
2149,56,6,120326,1.59867E+12,98726,0,TRUE,1,d1c5IiNtZ6CGEvmOlsRU3Ld0mDpksyE37Aoq-ZNNjJSdOY_N
2150,11,7,67877,1.59631E+12,46277,0,TRUE,0,lktjGOo-s_x6OW2119piNYKEDgRfXIsJA1tjyMPAYrNy-fk
2151,53,7,391483,1.59495E+12,369883,0,TRUE,0,YGG7JnVme1xN3ScHLjwtXDfvqdufUETSPzd85GHp8eZ5cDI
2152,21,7,185286,1.60322E+12,163686,0,TRUE,0,vQn6_MGXyGYk93ZT9Y3PzY95EX_AF8zhzzDB9R13g19FApk
